,W1,W2,W3,Epsilon,l
xPalu60_5,0.0,0.971156,0.028844,15.21572,15.418235
xPalu60_5_dual,0.0,0.971156,0.028844,15.21572,15.418235
xPalu60_6,0.0,0.967629,0.032371,15.242527,15.469381
xPalu60_6_dual,0.0,0.967629,0.032371,15.242527,15.469381
xPalu60_7,0.0,0.965292,0.034708,15.260336,15.50326
xPalu60_7_dual,0.0,0.965292,0.034708,15.260336,15.50326
xPalu60_8,0.0,0.981378,0.018622,15.138563,15.270013
xPalu60_8_dual,0.0,0.981378,0.018622,15.138563,15.270013
xPalu60_9,0.0,0.971966,0.028034,15.209578,15.406491
xPalu60_9_dual,0.0,0.971966,0.028034,15.209578,15.406491
xPalu80_1,0.0,0.97734,0.02266,20.226267,20.441879
xPalu80_10,0.0,0.956849,0.043151,20.435321,20.841444
xPalu80_10_dual,0.0,0.956849,0.043151,20.435321,20.841444
xPalu80_1_dual,0.0,0.97734,0.02266,20.226267,20.441879
xPalu80_2,0.0,0.960091,0.039909,20.40196,20.778231
xPalu80_2_dual,0.0,0.960091,0.039909,20.40196,20.778231
xPalu80_3,0.0,0.972108,0.027892,20.279231,20.543887
xPalu80_3_dual,0.0,0.972108,0.027892,20.279231,20.543887
xPalu80_4,0.0,0.964893,0.035107,20.352745,20.684596
xPalu80_4_dual,0.0,0.964893,0.035107,20.352745,20.684596
xPalu80_5,0.0,0.955791,0.044209,20.446237,20.862084
xPalu80_5_dual,0.0,0.955791,0.044209,20.446237,20.862084
xPalu80_6,0.0,0.969024,0.030976,20.31059,20.604035
xPalu80_6_dual,0.0,0.969024,0.030976,20.31059,20.604035
xPalu80_7,0.0,0.960542,0.039458,20.397326,20.769433
xPalu80_7_dual,0.0,0.960542,0.039458,20.397326,20.769433
xPalu80_8,0.0,0.973922,0.026078,20.260837,20.508522
xPalu80_8_dual,0.0,0.973922,0.026078,20.260837,20.508522
xPalu80_9,0.0,0.969164,0.030836,20.309167,20.60131
xPalu80_9_dual,0.0,0.969164,0.030836,20.309167,20.60131
xran100A1,0.473259,0.508985,0.017757,25.100612,25.316728
xran100A1_dual,0.473259,0.508985,0.017757,25.100612,25.316728
xran100S1,0.0,0.977633,0.022367,25.279868,25.548003
xran100S1_dual,0.0,0.977633,0.022367,25.279868,25.548003
xran105A1,0.494722,0.487891,0.017387,26.351533,26.574038
xran105A1_dual,0.494722,0.487891,0.017387,26.351533,26.574038
xran105S1,0.0,0.982834,0.017166,26.475049,26.692022
xran105S1_dual,0.0,0.982834,0.017166,26.475049,26.692022
xran110A1,0.48473,0.498217,0.017053,27.610478,27.839253
xran110A1_dual,0.48473,0.498217,0.017053,27.610478,27.839253
xran110S1,0.0,0.976595,0.023405,27.822613,28.131946
xran110S1_dual,0.0,0.976595,0.023405,27.822613,28.131946
xran115A1,0.483659,0.493789,0.022552,28.950759,29.266181
xran115A1_dual,0.483659,0.493789,0.022552,28.950759,29.266181
xran115S1,0.0,0.980375,0.019625,29.032387,29.304416
xran115S1_dual,0.0,0.980375,0.019625,29.032387,29.304416
xran120A1,0.484829,0.496442,0.018729,30.15716,30.431284
xran120A1_dual,0.484829,0.496442,0.018729,30.15716,30.431284
xran120S1,0.0,0.987733,0.012267,30.183571,30.361868
xran120S1_dual,0.0,0.987733,0.012267,30.183571,30.361868
xran125A1,0.505467,0.477802,0.016732,31.382499,31.638134
xran125A1_dual,0.505467,0.477802,0.016732,31.382499,31.638134
xran125S1,0.0,0.982455,0.017545,31.52432,31.789515
xran125S1_dual,0.0,0.982455,0.017545,31.52432,31.789515
xran30A1,0.480567,0.460156,0.059277,7.591441,7.794798
xran30A1_dual,0.480567,0.460156,0.059277,7.591441,7.794798
xran30S1,0.0,0.94216,0.05784,7.715436,7.90488
xran30S1_dual,0.0,0.94216,0.05784,7.715436,7.90488
xran35A1,0.455953,0.463351,0.080695,8.981274,9.30175
xran35A1_dual,0.455953,0.463351,0.080695,8.981274,9.30175
xran35S1,0.0,0.925112,0.074888,9.07999,9.367824
xran35S1_dual,0.0,0.925112,0.074888,9.07999,9.367824
xran40A1,0.478752,0.46786,0.053388,10.13925,10.387496
xran40A1_dual,0.478752,0.46786,0.053388,10.13925,10.387496
xran40S1,0.0,0.969235,0.030765,10.152163,10.292271
xran40S1_dual,0.0,0.969235,0.030765,10.152163,10.292271
xran45A1,0.487844,0.447945,0.064211,11.482971,11.818306
xran45A1_dual,0.487844,0.447945,0.064211,11.482971,11.818306
xran45S1,0.0,0.967846,0.032154,11.429578,11.595657
xran45S1_dual,0.0,0.967846,0.032154,11.429578,11.595657
xran50A1,0.461477,0.50695,0.031573,12.57604,12.763507
xran50A1_dual,0.461477,0.50695,0.031573,12.57604,12.763507
xran50S1,0.0,0.968788,0.031212,12.69406,12.874543
xran50S1_dual,0.0,0.968788,0.031212,12.69406,12.874543
xran55A1,0.452997,0.501397,0.045606,13.945116,14.241026
xran55A1_dual,0.452997,0.501397,0.045606,13.945116,14.241026
xran55S1,0.0,0.970376,0.029624,13.952841,14.142515
xran55S1_dual,0.0,0.970376,0.029624,13.952841,14.142515
xran60A1,0.479968,0.493367,0.026666,15.074951,15.266663
xran60A1_dual,0.479968,0.493367,0.026666,15.074951,15.266663
xran60S1,0.0,0.9738,0.0262,15.195693,15.379906
xran60S1_dual,0.0,0.9738,0.0262,15.195693,15.379906
xran65A1,0.494768,0.478834,0.026398,16.335959,16.542073
xran65A1_dual,0.494768,0.478834,0.026398,16.335959,16.542073
xran65S1,0.0,0.976127,0.023873,16.443211,16.626006
xran65S1_dual,0.0,0.976127,0.023873,16.443211,16.626006
xran70A1,0.502546,0.465722,0.031732,17.647409,17.913815
xran70A1_dual,0.502546,0.465722,0.031732,17.647409,17.913815
xran70S1,0.0,0.969287,0.030713,17.768911,18.022116
xran70S1_dual,0.0,0.969287,0.030713,17.768911,18.022116
xran75A1,0.485796,0.487451,0.026754,18.875166,19.116806
xran75A1_dual,0.485796,0.487451,0.026754,18.875166,19.116806
xran75S1,0.0,0.981438,0.018562,18.923256,19.088761
xran75S1_dual,0.0,0.981438,0.018562,18.923256,19.088761
xran80A1,0.50977,0.473924,0.016306,20.031992,20.190526
xran80A1_dual,0.50977,0.473924,0.016306,20.031992,20.190526
xran80S1,0.0,0.973485,0.026515,20.265261,20.517033
xran80S1_dual,0.0,0.973485,0.026515,20.265261,20.517033
xran85A1,0.486653,0.49234,0.021007,21.347876,21.564225
xran85A1_dual,0.486653,0.49234,0.021007,21.347876,21.564225
xran85S1,0.0,0.972489,0.027511,21.542804,21.820852
xran85S1_dual,0.0,0.972489,0.027511,21.542804,21.820852
xran90A1,0.482977,0.495607,0.021417,22.616732,22.850422
xran90A1_dual,0.482977,0.495607,0.021417,22.616732,22.850422
xran90S1,0.0,0.980052,0.019948,22.724108,22.938865
xran90S1_dual,0.0,0.980052,0.019948,22.724108,22.938865
xran95A1,0.49897,0.481115,0.019915,23.858396,24.088277
xran95A1_dual,0.49897,0.481115,0.019915,23.858396,24.088277
xran95S1,0.0,0.983605,0.016395,23.944195,24.131185
xran95S1_dual,0.0,0.983605,0.016395,23.944195,24.131185
xtab100N1,0.0,0.633366,0.366634,30.542387,33.982538
xtab100N1_dual,0.0,0.633366,0.366634,30.542387,33.982538
xtab100T1,0.00194,0.62359,0.37447,30.687044,34.174021
xtab100T1_dual,0.00194,0.62359,0.37447,30.687044,34.174021
xtab105N1,0.0,0.618611,0.381389,32.361893,36.070761
xtab105N1_dual,0.0,0.618611,0.381389,32.361893,36.070761
xtab105T1,0.002404,0.649487,0.348108,31.71659,35.213188
xtab105T1_dual,0.002404,0.649487,0.348108,31.71659,35.213188
xtab110N1,0.0,0.527148,0.472852,35.912833,40.267007
xtab110N1_dual,0.0,0.527148,0.472852,35.912833,40.267007
xtab110T1,0.001305,0.773428,0.225267,30.954112,33.58188
xtab110T1_dual,0.001305,0.773428,0.225267,30.954112,33.58188
xtab115N1,0.0,0.8248,0.1752,31.483788,33.699401
xtab115N1_dual,0.0,0.8248,0.1752,31.483788,33.699401
xtab115T1,0.000207,0.658996,0.340797,34.592794,38.377469
xtab115T1_dual,0.000207,0.658996,0.340797,34.592794,38.377469
xtab120N1,0.0,0.656737,0.343263,36.152826,40.126267
xtab120N1_dual,0.0,0.656737,0.343263,36.152826,40.126267
xtab120T1,0.001125,0.449854,0.549021,41.219789,46.195838
xtab120T1_dual,0.001125,0.449854,0.549021,41.219789,46.195838
xtab125N1,0.0,0.556376,0.443624,40.065289,44.891433
xtab125N1_dual,0.0,0.556376,0.443624,40.065289,44.891433
xtab125T1,0.001144,0.643117,0.355739,37.94436,42.188679
xtab125T1_dual,0.001144,0.643117,0.355739,37.94436,42.188679
xtab30N1,0.0,0.533839,0.466161,9.677959,10.763127
xtab30N1_dual,0.0,0.533839,0.466161,9.677959,10.763127
xtab30T1,0.001949,0.540255,0.457796,9.626962,10.704088
xtab30T1_dual,0.001949,0.540255,0.457796,9.626962,10.704088
xtab35N1,0.0,0.394907,0.605093,12.387592,13.742017
xtab35N1_dual,0.0,0.394907,0.605093,12.387592,13.742017
xtab35T1,0.003709,0.466993,0.529298,11.772719,13.115783
xtab35T1_dual,0.003709,0.466993,0.529298,11.772719,13.115783
xtab40N1,0.0,0.749485,0.250515,11.390115,12.379892
xtab40N1_dual,0.0,0.749485,0.250515,11.390115,12.379892
xtab40T1,0.000886,0.70845,0.290663,11.649343,12.761081
xtab40T1_dual,0.000886,0.70845,0.290663,11.649343,12.761081
xtab45N1,0.0,0.442064,0.557936,15.466639,17.247817
xtab45N1_dual,0.0,0.442064,0.557936,15.466639,17.247817
xtab45T1,0.000861,0.533013,0.466126,14.567758,16.260642
xtab45T1_dual,0.000861,0.533013,0.466126,14.567758,16.260642
xtab50N1,0.0,0.481807,0.518193,16.751741,18.718318
xtab50N1_dual,0.0,0.481807,0.518193,16.751741,18.718318
xtab50T1,0.000762,0.380791,0.618447,17.93136,19.921173
xtab50T1_dual,0.000762,0.380791,0.618447,17.93136,19.921173
xtab55N1,0.0,0.685339,0.314661,16.260967,17.919254
xtab55N1_dual,0.0,0.685339,0.314661,16.260967,17.919254
xtab55T1,0.000562,0.560362,0.439076,17.526242,19.567619
xtab55T1_dual,0.000562,0.560362,0.439076,17.526242,19.567619
xtab60N1,0.0,0.568998,0.431002,19.031872,21.249529
xtab60N1_dual,0.0,0.568998,0.431002,19.031872,21.249529
xtab60T1,0.000911,0.729786,0.269303,17.288152,18.904664
xtab60T1_dual,0.000911,0.729786,0.269303,17.288152,18.904664
xtab65N1,0.0,0.801162,0.198838,18.012841,19.381705
xtab65N1_dual,0.0,0.801162,0.198838,18.012841,19.381705
xtab65T1,0.000676,0.701781,0.297542,19.037825,20.936125
xtab65T1_dual,0.000676,0.701781,0.297542,19.037825,20.936125
xtab70N1,0.0,0.562487,0.437513,22.309653,24.937723
xtab70N1_dual,0.0,0.562487,0.437513,22.309653,24.937723
xtab70T1,0.001679,0.500824,0.497497,23.182465,25.957029
xtab70T1_dual,0.001679,0.500824,0.497497,23.182465,25.957029
xtab75N1,0.0,0.62577,0.37423,22.994468,25.5797
xtab75N1_dual,0.0,0.62577,0.37423,22.994468,25.5797
xtab75T1,0.001774,0.611789,0.386438,23.164842,25.802042
xtab75T1_dual,0.001774,0.611789,0.386438,23.164842,25.802042
xtab80N1,0.0,0.528737,0.471263,26.063686,29.189628
xtab80N1_dual,0.0,0.528737,0.471263,26.063686,29.189628
xtab80T1,0.001158,0.788198,0.210643,22.320777,24.107256
xtab80T1_dual,0.001158,0.788198,0.210643,22.320777,24.107256
xtab85N1,0.0,0.641506,0.358494,25.823717,28.688748
xtab85N1_dual,0.0,0.641506,0.358494,25.823717,28.688748
xtab85T1,0.002773,0.746586,0.250641,24.252332,26.450108
xtab85T1_dual,0.002773,0.746586,0.250641,24.252332,26.450108
xtab90N1,0.0,0.808635,0.191365,24.851102,26.710037
xtab90N1_dual,0.0,0.808635,0.191365,24.851102,26.710037
xtab90T1,0.000622,0.678759,0.320619,26.738002,29.553454
xtab90T1_dual,0.000622,0.678759,0.320619,26.738002,29.553454
xtab95N1,0.0,0.628834,0.371166,29.091438,32.379604
xtab95N1_dual,0.0,0.628834,0.371166,29.091438,32.379604
xtab95T1,0.000761,0.519759,0.47948,31.134535,34.89772
xtab95T1_dual,0.000761,0.519759,0.47948,31.134535,34.89772
