base_scenario,islands_num,migration,migration_batch,migration_freq,probCXcrossover,probMutateInverse,probMutateShift,probMutateSwap,probNothing,probOXcrossover,probPMXcrossover,release,reproduction,succession
term75_6,9.974394,LinearRank,0.33154306,39.564384,0.06252828,0.29655915,0.04061723,0.33127016,0.018684672,0.003369945,0.2580583,Tournament,Threshold,SteadyState
term75_7,9.043235,Tournament,0.09405104,47.38394,0.16626005,0.24230273,0.07580573,0.0635865,0.040621772,0.16502051,0.25525868,Threshold,Threshold,SteadyState
term75_8,9.929327,Threshold,0.159847,40.752872,0.018308628,0.22670592,0.016394176,0.13155887,0.14840437,0.20518121,0.25870633,Tournament,Threshold,SteadyState
term75_9,8.154801,Threshold,0.280954,55.31142,0.012579491,0.17775479,0.17481543,0.27346954,0.058963135,0.19871092,0.11500867,Tournament,Threshold,SteadyState
tho150,8.715145,NonlinearRank,0.08744977,24.066786,0.009258232,0.21661405,0.06633336,0.25031972,0.0968895,0.26753634,0.10697039,Threshold,Tournament,NoElitism
tho30,9.673592,NonlinearRank,0.023047268,466.064,0.23027676,0.09051771,0.20421919,0.19517621,0.08606086,0.18980187,0.0222431,LinearRank,Tournament,NoElitism
tho40,2.2304945,LinearRank,0.30505794,369.91043,0.17258614,0.079257846,0.019016989,0.17804118,0.18979713,0.039608583,0.3106222,Roulette,Threshold,NoElitism
treeflow80_Ddrez_1,8.949857,Tournament,0.10037777,44.786465,0.2320019,0.22826803,0.20544681,0.23869556,0.0128439255,0.09797589,0.00974806,Threshold,Tournament,NoElitism
treeflow80_Ddrez_11,6.165223,LinearRank,0.13490348,100.36154,0.0031084684,0.15474676,0.12810348,0.2282556,0.2016196,0.061349876,0.22723778,NonlinearRank,NonlinearRank,Elitism
treeflow80_Ddrez_12,2.7325892,NonlinearRank,0.075894386,448.62143,0.1986897,0.026012903,0.05267954,0.21532698,0.18008164,0.09119483,0.23777325,Threshold,Threshold,NoElitism
treeflow80_Ddrez_14,2.237662,Tournament,0.037068445,464.7212,0.18935895,0.012169123,0.13630167,0.14872262,0.22968853,0.053642474,0.22550265,LinearRank,Threshold,NoElitism
treeflow80_Ddrez_15,3.1659992,Tournament,0.3848604,449.68967,0.23588881,0.086872734,0.037767436,0.11290361,0.2051562,0.026199156,0.29156026,LinearRank,Threshold,NoElitism
treeflow80_Ddrez_16,9.883352,Threshold,0.07629713,52.419968,0.19018319,0.08571674,0.1529757,0.13409182,0.15441537,0.22258885,0.059250224,Threshold,Tournament,SteadyState
treeflow80_Ddrez_17,5.029649,LinearRank,0.2095943,26.816128,0.21797603,0.13230447,0.01587872,0.28369367,0.08902125,0.047847457,0.23351987,Threshold,Tournament,NoElitism
treeflow80_Ddrez_18,9.772406,Threshold,0.287033,41.581474,0.19162269,0.08468912,0.04533329,0.22475372,0.07468417,0.24371901,0.14409675,Tournament,Tournament,SteadyState
treeflow80_Ddrez_19,2.8781328,Roulette,0.2951406,399.95242,0.26160553,0.051224105,0.014533107,0.27981636,0.13728663,0.046981506,0.21825759,Roulette,Threshold,NoElitism
treeflow80_Ddrez_2,9.710088,Threshold,0.26798442,28.354956,-4.1206335e-05,0.13691561,0.0040925136,0.5782937,0.2281653,0.0008936194,0.05954202,Tournament,Tournament,NoElitism
treeflow80_Ddrez_20,8.967321,Roulette,0.33805683,31.735712,0.21783604,0.20665947,0.096841626,0.18565966,0.019874165,0.27261832,0.029805582,Tournament,Tournament,SteadyState
treeflow80_Ddrez_21,4.086768,LinearRank,0.032227457,423.123,0.14228648,0.019484099,0.12470547,0.16203444,0.25043365,0.034634057,0.25481737,Roulette,Threshold,NoElitism
treeflow80_Ddrez_22,6.0476756,Roulette,0.26528603,144.44583,0.049381867,0.16958958,0.15690485,0.47931957,0.07514744,0.13601834,0.0008747933,Threshold,Tournament,NoElitism
treeflow80_Ddrez_23,2.287096,Roulette,0.23818803,321.63147,0.2806331,0.017826,0.0955526,0.13494149,0.21790807,0.006601875,0.24591434,Roulette,Threshold,NoElitism
treeflow80_Ddrez_24,6.011267,LinearRank,0.1811203,107.478386,0.0029215077,0.15832575,0.12610568,0.2246705,0.19568388,0.06096119,0.2322761,Roulette,NonlinearRank,Elitism
treeflow80_Ddrez_25,7.9185295,Tournament,0.3353461,131.1389,0.098639846,0.2662534,0.19363889,0.27283466,0.11066736,0.056673072,0.0054576243,Tournament,Tournament,NoElitism
treeflow80_Ddrez_26,2.3263698,Threshold,0.23209363,91.20683,0.30067486,0.006477813,0.07104937,0.13416761,0.22230177,0.07691699,0.18375814,Threshold,Threshold,NoElitism
treeflow80_Ddrez_27,8.563015,Tournament,0.266407,51.798885,0.065786034,0.14440843,0.16325414,0.22653829,0.05694186,0.20703454,0.14240856,Threshold,Tournament,NoElitism
treeflow80_Ddrez_28,7.914392,Roulette,0.33342874,480.77908,0.024018422,0.063020006,0.16113332,0.31108522,0.28051543,0.15112348,0.0043947166,Threshold,Tournament,NoElitism
treeflow80_Ddrez_29,7.985255,Tournament,0.26723373,64.93323,0.07411536,0.14113764,0.16297133,0.22653946,0.041294932,0.2190146,0.14366218,Threshold,Tournament,NoElitism
treeflow80_Ddrez_3,2.317418,Tournament,0.030070469,456.55054,0.3301952,0.007818343,0.010197728,0.29298726,0.036812074,0.004402844,0.3338508,Tournament,Threshold,NoElitism
treeflow80_Ddrez_30,9.663358,Tournament,0.3797139,339.552,0.051049024,0.29436392,0.22818732,0.20051421,0.04579339,0.18687204,0.006483513,Tournament,Tournament,NoElitism
treeflow80_Ddrez_4,9.716438,LinearRank,0.23973769,21.839045,0.08750766,0.0048402883,0.26552954,0.2814062,0.21287954,0.034697186,0.11929797,Tournament,Tournament,SteadyState
treeflow80_Ddrez_5,8.804635,Threshold,0.39800853,448.36694,0.20850915,0.08250859,0.11205874,0.16520883,0.15404652,0.054966606,0.21890184,LinearRank,Tournament,NoElitism
treeflow80_Ddrez_6,9.800668,Threshold,0.104641855,49.980762,0.18835948,0.08341461,0.15004544,0.14337072,0.17086695,0.21170041,0.055793975,Threshold,Tournament,SteadyState
treeflow80_Ddrez_7,2.514952,NonlinearRank,0.17802477,211.81268,0.11401054,0.012547061,0.12657014,0.2272052,0.20480147,0.07258862,0.24193004,NonlinearRank,Threshold,NoElitism
treeflow80_Ddrez_8,4.108143,LinearRank,0.10499148,442.32315,0.12353961,0.035808995,0.14842719,0.13358943,0.24937317,0.03514615,0.26003245,Threshold,Threshold,NoElitism
treeflow80_Ddrez_9,9.797056,Tournament,0.3643517,46.660706,0.15376586,0.09244955,0.09573466,0.23751076,0.12634683,0.06808635,0.23423834,Threshold,Tournament,SteadyState
treeflow81_Dhyper_10,8.936179,Tournament,0.26063263,30.013397,0.09386404,0.054420266,0.1839742,0.15185943,0.23548065,0.097991206,0.16384873,Tournament,Tournament,NoElitism
treeflow81_Dhyper_11,4.1905065,Roulette,0.02511033,495.8911,0.09487515,0.19547975,0.039748747,0.2537483,0.17620091,0.0010909777,0.24028715,Tournament,NonlinearRank,Elitism
treeflow81_Dhyper_12,9.77542,NonlinearRank,0.2359292,23.399206,0.14590296,0.09872953,0.034212086,0.2394575,0.18567908,0.107102096,0.19382538,Threshold,Tournament,NoElitism
treeflow81_Dhyper_13,2.2945619,Threshold,0.0818962,151.29758,0.15993549,0.0016503013,0.14118241,0.16225378,0.24398541,0.04910022,0.23790073,Roulette,Threshold,NoElitism
treeflow81_Dhyper_14,6.912775,LinearRank,0.10454747,110.235085,0.045907598,0.010955859,0.13088077,0.14114672,0.3112312,0.14118417,0.2019032,Threshold,Tournament,SteadyState
treeflow81_Dhyper_15,6.8848705,Tournament,0.02221539,20.148275,0.20280592,0.1588091,0.2137135,0.22935481,0.13748835,0.054149527,0.023022143,Threshold,Tournament,NoElitism
treeflow81_Dhyper_16,5.1434617,Tournament,0.31848502,333.62683,0.11817763,1.4757536e-05,0.123995274,0.3586245,0.043432668,0.106706634,0.28463295,Tournament,Threshold,SteadyState
treeflow81_Dhyper_17,9.849519,LinearRank,0.08272888,357.00247,0.28548366,7.993544e-05,0.12141873,0.27760977,0.07075862,0.16910417,0.09417156,LinearRank,NonlinearRank,Elitism
treeflow81_Dhyper_18,7.0136476,Threshold,0.07047014,427.32617,0.07489245,0.12429431,0.00055400777,0.3748818,0.008642001,0.11644501,0.3379497,Roulette,NonlinearRank,Elitism
treeflow81_Dhyper_19,7.967691,LinearRank,0.06128766,19.441858,0.24559979,0.1428478,0.21074659,0.17969036,0.16442753,0.05076001,0.0059715165,Tournament,Tournament,SteadyState
treeflow81_Dhyper_2,2.2607243,Roulette,0.38298008,242.89543,0.0030053146,0.018268572,0.13709128,0.12863792,0.26560166,0.05233068,0.38175207,Threshold,Threshold,NoElitism
treeflow81_Dhyper_20,6.1275206,Tournament,0.25272363,319.81326,0.047675543,0.1956797,0.01792419,0.3150465,0.15110905,0.016972456,0.2510314,Tournament,Tournament,SteadyState
treeflow81_Dhyper_21,9.798997,Tournament,0.3640333,112.34363,0.16234942,0.06250656,0.1448278,0.22598118,0.10606946,0.04833825,0.23884763,Threshold,Tournament,SteadyState
treeflow81_Dhyper_22,8.94153,Threshold,0.29413837,163.07182,0.0017967327,0.13552243,0.00020578741,0.7032685,0.07402927,0.059444316,0.012926874,Threshold,Tournament,SteadyState
treeflow81_Dhyper_23,7.968177,Threshold,0.022062123,419.09174,0.118979715,0.22484641,0.040302504,0.23495953,0.0855575,0.24920516,0.048611052,LinearRank,Threshold,SteadyState
treeflow81_Dhyper_24,8.924029,LinearRank,0.37109977,143.76927,0.18375131,0.16503651,0.2068646,0.26837632,0.029325914,0.11336037,0.050021235,Tournament,Threshold,SteadyState
treeflow81_Dhyper_25,9.780832,Tournament,0.07457157,51.334835,0.19234194,0.080665514,0.1601384,0.0989404,0.18146576,0.23070277,0.06030905,Threshold,Threshold,SteadyState
treeflow81_Dhyper_26,7.1279774,Roulette,0.37134954,143.91052,0.11910551,0.092257515,0.1281005,0.2341223,0.1311487,0.045979485,0.2386175,Threshold,Tournament,SteadyState
treeflow81_Dhyper_27,4.2410936,NonlinearRank,0.3463776,407.97177,0.16892266,0.28660655,0.017510058,0.2773566,0.08684849,0.097268015,0.076536894,Threshold,NonlinearRank,Elitism
treeflow81_Dhyper_28,8.869779,NonlinearRank,0.07906398,21.477438,0.23735648,0.15810171,0.22810823,0.19305281,0.13038598,0.052792814,0.0069021746,Tournament,Tournament,SteadyState
treeflow81_Dhyper_29,8.923799,Roulette,0.07430445,48.19121,0.119382024,0.22975095,0.018964931,0.22244605,0.16885991,0.033302795,0.20223603,Threshold,Tournament,NoElitism
treeflow81_Dhyper_3,2.1699495,Roulette,0.11842748,428.96487,0.2619643,0.0019633397,0.023268372,0.29292762,0.04309832,0.11747885,0.29126257,Tournament,Threshold,NoElitism
treeflow81_Dhyper_4,2.1659203,Roulette,0.38260534,493.38812,0.23292674,0.028253272,0.14926673,0.18582883,0.17469881,0.01051972,0.21953331,Tournament,Threshold,NoElitism
treeflow81_Dhyper_5,5.8515844,Threshold,0.38423786,42.625237,0.047792062,0.032876704,0.006761126,0.47978535,0.43422177,0.028216342,0.0045933262,Tournament,Threshold,SteadyState
treeflow81_Dhyper_6,9.468734,LinearRank,0.23377468,128.68127,0.21857622,0.024705859,0.026555467,0.45514053,0.025311187,0.29494202,0.064044334,Tournament,Tournament,SteadyState
treeflow81_Dhyper_7,2.241558,Threshold,0.02306025,436.03156,0.22888006,0.007148025,0.17235075,0.22688513,0.104240045,0.023083156,0.24806081,Threshold,Threshold,NoElitism
treeflow81_Dhyper_8,6.631388,Threshold,0.33751088,376.47235,0.017015724,0.04262187,0.2000737,0.28743032,0.22109997,0.116370164,0.14242513,Tournament,Tournament,SteadyState
treeflow81_Dhyper_9,2.2992563,Threshold,0.13017142,429.41785,0.33015555,0.015686847,0.09816889,0.09785549,0.086758316,0.055728182,0.32169518,Tournament,Threshold,NoElitism
wil100,2.0602312,Threshold,0.39420167,486.11755,0.23877391,0.11028452,0.09611164,0.085219786,0.13203183,0.1271435,0.1928907,LinearRank,Threshold,NoElitism
wil50,8.73121,Tournament,0.16060421,194.7899,0.13798122,0.17462683,0.11643498,0.15994084,0.12130142,0.19070683,0.09438822,Roulette,Tournament,SteadyState
xPalu100_1,7.937404,LinearRank,0.018889528,26.353086,0.126427,0.0042058243,0.123781346,0.30831438,0.20404531,0.08545399,0.14632958,Threshold,Tournament,NoElitism
xPalu100_3,9.8305025,Tournament,0.31708828,24.142483,0.012805582,0.2125391,0.012757921,0.32402053,0.13218614,0.21824029,0.10386249,Tournament,Tournament,NoElitism
xPalu100_4,6.8213654,Threshold,0.36786586,350.28113,0.081692584,0.10228521,0.040826313,0.23017542,0.15144446,0.3198908,0.0628621,LinearRank,Tournament,NoElitism
xPalu100_5,6.0683746,NonlinearRank,0.2946395,25.253223,0.06534486,0.02399804,0.28787827,0.1859921,0.16443281,0.14576516,0.12943809,Threshold,Tournament,NoElitism
xPalu100_7,4.2523804,Threshold,0.38395587,220.28444,0.21885702,0.17098713,0.0041134446,0.18562032,0.053526383,0.16828053,0.2201288,NonlinearRank,Tournament,NoElitism
xPalu100_9,6.979295,Roulette,0.018007658,36.71253,0.125404,0.046357784,0.08148088,0.2614343,0.21437266,0.04965504,0.20602317,Threshold,Tournament,NoElitism
xPalu120_1,6.037206,NonlinearRank,0.09446765,18.98669,0.1939218,0.23930062,0.16585186,0.21319066,0.022817494,0.08403087,0.07984181,Tournament,Tournament,NoElitism
xPalu120_10,7.9278345,LinearRank,0.3561512,52.760384,0.06548138,0.21638267,0.2243621,0.31305698,0.08862948,0.0038920671,0.08782428,Tournament,Tournament,NoElitism
xPalu120_2,8.0090475,Tournament,0.11915501,47.077003,0.22321758,0.18817629,0.17131165,0.17767952,0.006465343,0.14292026,0.10789674,Tournament,Tournament,NoElitism
xPalu120_3,8.901304,Tournament,0.086561255,37.694992,0.19135255,0.19468099,0.275236,0.23115265,0.006164623,0.051308833,0.07064514,Threshold,Tournament,NoElitism
xPalu120_4,2.694006,Roulette,0.26889303,79.140015,0.26751527,0.023989119,0.018550513,0.29664078,0.10222902,0.04502143,0.260864,NonlinearRank,Threshold,NoElitism
xPalu120_5,5.2008085,Tournament,0.11945049,446.52176,0.05221968,0.1419938,0.12301483,0.2273722,0.09877231,0.24794139,0.11568965,Tournament,Tournament,NoElitism
xPalu120_6,5.1745625,LinearRank,0.27527907,430.52887,6.333208e-05,0.055023883,0.17735778,0.38308403,0.21012127,0.12185885,0.060924675,Tournament,Tournament,NoElitism
xPalu120_8,7.054741,NonlinearRank,0.32995972,27.488422,0.19662967,0.10966555,0.15500782,0.15709037,0.052556105,0.14762554,0.18866993,Tournament,Tournament,NoElitism
xPalu120_9,9.822859,Threshold,0.07283408,32.626343,0.19778313,0.07819548,0.14540032,0.15938653,0.14346674,0.2135582,0.055845767,Threshold,Tournament,NoElitism
xPalu60_1,5.0823035,NonlinearRank,0.12669961,380.10086,0.31606027,0.016651573,0.027881965,0.2922871,0.049741585,0.13164006,0.18889542,Roulette,Threshold,NoElitism
xPalu60_10,6.8033376,Tournament,0.36769375,191.10953,0.1493182,0.08279233,0.14183617,0.24038288,0.07751623,0.06355896,0.24763054,Threshold,Tournament,SteadyState
xPalu60_2,5.136458,LinearRank,0.086888954,45.478443,0.10636297,0.27040622,0.21102294,0.046563514,0.21273555,0.013360279,0.12593977,Threshold,Tournament,SteadyState
xPalu60_3,7.9442797,Tournament,0.11510106,29.13636,0.030984156,0.18653187,0.0033581434,0.3045395,0.10665654,0.09603505,0.28240666,Roulette,Threshold,SteadyState
xPalu60_4,9.701817,Tournament,0.09959912,72.82553,0.22358553,0.15940998,0.07904869,0.2266707,0.052081443,0.21710694,0.054453198,Threshold,Tournament,SteadyState
xPalu60_5,3.3319466,Roulette,0.10685195,488.98752,0.35758972,0.016635679,-0.0004470826,0.30600563,0.011331641,0.0449046,0.28067994,NonlinearRank,Threshold,NoElitism
xPalu60_6,3.3238602,Threshold,0.34734166,356.21167,0.24275629,0.012589742,0.027166516,0.2713518,0.23470141,0.104036614,0.122559495,Roulette,Threshold,NoElitism
xPalu60_7,7.834563,Tournament,0.26875094,63.987892,0.07292082,0.14454743,0.1679621,0.22612408,0.045516055,0.2242589,0.14073281,Threshold,Tournament,NoElitism
xPalu60_8,9.824382,Threshold,0.3279253,21.388199,0.2246983,0.07210305,0.19539408,0.22000529,0.16403748,0.013951076,0.104378894,Threshold,Tournament,SteadyState
xPalu80_10,9.771751,Tournament,0.036700204,35.914547,0.15216783,0.05690187,0.045000423,0.26089907,0.22378716,0.006132498,0.25297725,Threshold,Tournament,SteadyState
xPalu80_2,8.881656,Threshold,0.21345747,400.56046,0.0056580785,0.26480323,0.0006300144,0.36264047,0.0831595,0.0075725513,0.30943036,Threshold,Tournament,SteadyState
xPalu80_3,5.237884,NonlinearRank,0.03856791,90.280106,0.18645632,0.09091814,0.10982106,0.18978688,0.21952774,0.1405454,0.05459124,LinearRank,Tournament,NoElitism
xPalu80_4,9.809189,Tournament,0.055794183,453.42334,0.22530472,0.054822046,0.048050784,0.2986793,0.27904704,-0.0014674166,0.0816258,NonlinearRank,Tournament,NoElitism
xPalu80_5,5.0910487,Tournament,0.033002228,74.13429,0.102260455,0.09985285,0.19703399,0.16493954,0.15349318,0.21169835,0.069470875,Threshold,Tournament,NoElitism
xPalu80_6,9.811661,LinearRank,0.08199931,74.41015,0.017367458,0.083386466,0.20290178,0.50361717,0.13183157,0.004578245,0.07781475,Tournament,Tournament,NoElitism
xPalu80_7,3.543371,Tournament,0.054832097,197.5428,0.08309685,0.062335745,0.07296507,0.23225276,0.23645803,0.095814034,0.18876813,NonlinearRank,Threshold,NoElitism
xPalu80_8,9.791927,Tournament,0.020335017,258.62283,0.07468575,0.04774272,0.2590927,0.4350267,0.13195087,0.07387641,0.01221496,NonlinearRank,NonlinearRank,Elitism
xPalu80_9,7.054477,Tournament,0.33095032,381.19308,0.18013678,0.01980399,0.1452217,0.33867648,0.06928363,0.105665945,0.17279057,Roulette,Tournament,SteadyState
xran100A1,5.0211267,LinearRank,0.36309153,45.107285,0.0019022181,0.10884487,0.24996705,0.31843323,0.041594047,0.09845821,0.20679885,Roulette,NonlinearRank,Elitism
xran105A1,4.8335586,Tournament,0.024308823,57.46452,0.0754611,0.07192848,0.34196612,0.44323486,0.053170726,0.029023683,0.013120083,LinearRank,NonlinearRank,Elitism
xran105S1,2.2286963,Threshold,0.35380223,365.2809,0.00011470785,0.10016438,0.19218591,0.26377955,0.17407168,0.20519802,0.07231669,NonlinearRank,Tournament,NoElitism
xran110A1,5.883667,Tournament,0.10660623,42.149902,0.15888068,0.17126572,0.27045023,0.2299161,0.0035765145,0.041294,0.13035347,Tournament,Tournament,NoElitism
xran110S1,3.1043591,Threshold,0.26581526,50.339886,0.20916332,0.031126348,0.017187681,0.19892038,0.21532063,0.10988833,0.20681894,Tournament,Tournament,NoElitism
xran115A1,4.968299,Threshold,0.06472963,52.63077,0.19342433,0.1256109,0.20412543,0.21531318,0.0037562968,0.12607816,0.13637625,Tournament,Tournament,NoElitism
xran115S1,5.991553,LinearRank,0.257362,21.904427,0.1181325,0.054202814,0.25017205,0.51303196,0.011383001,0.08345154,0.015944533,Threshold,Tournament,NoElitism
xran120A1,2.13421,Threshold,0.28380573,111.469315,0.25969464,0.116481215,-0.0027291907,0.19707997,0.010534282,0.23126571,0.2094025,Tournament,Tournament,NoElitism
xran120S1,3.1302013,Tournament,0.28747505,90.54799,0.019098405,0.22457571,0.021170557,0.2960216,0.23324023,0.023101827,0.17599735,Tournament,Tournament,NoElitism
xran125A1,3.0926008,NonlinearRank,0.043990176,58.36395,0.09782816,0.0026375267,0.34308892,0.42888886,0.06982106,0.068948075,0.02106728,Roulette,NonlinearRank,Elitism
xran125S1,6.8386145,Tournament,0.07613009,27.562252,0.16459829,0.3253785,0.13949732,0.22000973,0.0568418,0.004252876,0.09247415,Tournament,Tournament,NoElitism
xran30A1,5.1276836,Threshold,0.3150349,273.19357,0.41616884,0.05186995,0.09170633,0.0538999,0.006986017,0.029094892,0.3416359,Tournament,Threshold,NoElitism
xran30S1,7.8371434,Roulette,0.33953607,498.61972,0.10211721,0.113129005,0.21608795,0.18541297,0.1508669,0.18383513,0.03595338,Threshold,NonlinearRank,Elitism
xran35A1,2.3928735,Threshold,0.32864052,187.06984,0.22236757,0.08831682,0.0068609193,0.18577349,0.19778925,0.15089217,0.12651493,Roulette,Threshold,NoElitism
xran35S1,3.1872,Roulette,0.2487276,490.1317,0.51548284,0.0015639614,0.06589246,0.19995017,0.009270273,0.09517425,0.103169486,NonlinearRank,Threshold,NoElitism
xran40A1,9.722677,Threshold,0.38839743,166.8894,0.07433405,0.12883851,0.1187773,0.31938112,0.040441737,0.096150845,0.2221126,LinearRank,NonlinearRank,Elitism
xran40S1,8.858462,Tournament,0.39117864,51.636177,0.22007023,0.11406196,0.16911109,0.17885298,0.091387294,0.022528376,0.20715015,LinearRank,Tournament,NoElitism
xran45A1,8.816874,Threshold,0.024557985,47.10673,0.26111874,0.17634998,0.19401275,0.18511885,0.010484487,0.12101175,0.06236029,Tournament,Tournament,NoElitism
xran45S1,6.1695237,NonlinearRank,0.019003643,73.817505,0.2763694,0.17275073,0.03143744,0.15742202,0.07992981,0.30118147,0.0075347116,Threshold,Tournament,NoElitism
xran50A1,7.992954,NonlinearRank,0.305232,418.70157,0.23902026,0.22576082,0.035016347,0.14976087,0.013758575,0.104432166,0.2462935,NonlinearRank,Tournament,NoElitism
xran50S1,7.9789486,Threshold,0.39952642,201.22803,0.06766828,0.23989761,0.24563442,0.17216548,0.16288824,0.08260505,0.02419435,Tournament,Tournament,NoElitism
xran55A1,8.938885,LinearRank,0.03403905,73.97479,0.2689029,0.16506743,0.0729618,0.112760305,0.20180342,0.07091193,0.09555402,Roulette,Tournament,NoElitism
xran55S1,7.9764433,Tournament,0.26812539,67.13667,0.0774319,0.16272636,0.19172664,0.22127797,0.009937527,0.24796355,0.11608207,Threshold,Tournament,NoElitism
xran60A1,9.800712,Tournament,0.36483988,112.23665,0.16035388,0.071631536,0.13110328,0.22536682,0.11744704,0.061653703,0.226615,Threshold,Tournament,SteadyState
xran60S1,8.914543,LinearRank,0.3938588,47.712593,0.056452543,0.34543088,0.11085968,0.20020069,0.24532175,0.0058022803,0.014656875,Threshold,Tournament,NoElitism
xran65A1,7.030566,Tournament,0.2656721,216.07692,0.17066552,0.11194574,0.20402057,0.19149838,0.025353488,0.20553957,0.11237663,Threshold,Tournament,NoElitism
xran65S1,8.87005,LinearRank,0.045974635,49.688057,0.123025134,0.01382874,0.35603383,0.44393772,0.074330635,0.060600262,0.014244817,NonlinearRank,NonlinearRank,Elitism
xran70A1,4.1876245,Threshold,0.042230926,26.541264,0.002922568,0.17097901,0.1588114,0.2545304,0.28355172,0.0061577493,0.113604814,Tournament,Tournament,NoElitism
xran70S1,3.1981142,Threshold,0.35277176,54.03147,0.19532736,0.034724224,0.08623894,0.20621581,0.11306058,0.18705565,0.18783677,Threshold,Tournament,NoElitism
xran75A1,6.921735,LinearRank,0.39146605,379.15628,0.17431761,0.04365345,0.30452427,0.21156791,0.0786812,0.18050796,0.035286743,Roulette,Tournament,NoElitism
xran75S1,5.0334444,LinearRank,0.2342469,24.523167,0.19937134,0.0026134856,0.017635059,0.20213099,0.21518749,0.13468482,0.22829919,Tournament,Tournament,NoElitism
xran80S1,2.236354,LinearRank,0.17174971,344.21466,0.1817733,0.1381874,0.19215249,0.12173175,0.15843543,0.07068512,0.14320697,Tournament,Tournament,NoElitism
xran85A1,5.934759,Tournament,0.3092979,34.980133,0.21098706,0.022109069,0.06513283,0.20507899,0.22952498,0.05732909,0.19579938,Tournament,Tournament,NoElitism
xran85S1,3.163261,LinearRank,0.30951527,67.232285,0.08235711,0.07916216,0.19610526,0.30388927,0.044390094,0.31848285,0.008475123,Roulette,NonlinearRank,Elitism
xran90A1,4.1594157,LinearRank,0.36983404,127.10831,0.06166578,0.010638777,0.34866694,0.222747,0.01930366,0.3422932,0.025625037,Tournament,Tournament,NoElitism
xran95A1,2.1626554,Roulette,0.30064335,302.23145,0.22474538,0.021997504,0.23151912,0.15313497,0.17902164,0.15087545,0.03248726,Threshold,Tournament,NoElitism
xran95S1,6.84036,Threshold,0.24063136,319.461,0.025325041,0.2578374,0.040961422,0.3196696,0.30155125,0.0082591055,0.031038836,Threshold,Tournament,NoElitism
xtab100N1,2.1623068,LinearRank,0.15137596,236.03255,0.14169937,0.08133378,0.02646395,0.12899652,0.1695534,0.12888838,0.3140661,Roulette,Threshold,NoElitism
xtab105N1,2.3263357,Roulette,0.24156609,155.71417,0.24577153,0.08987354,0.022331312,0.0655035,0.1285445,0.17484875,0.2807203,Threshold,Threshold,NoElitism
xtab105T1,3.9819589,NonlinearRank,0.22116822,164.80537,0.30454907,0.11229369,0.019704774,0.123158865,0.05201503,0.08607391,0.29677862,Threshold,Threshold,NoElitism
xtab110N1,2.2606726,Threshold,0.36158147,495.0611,0.28048,0.108237326,0.08882583,0.14581928,0.09559256,0.08618763,0.19879667,NonlinearRank,Threshold,NoElitism
xtab110T1,3.1570427,NonlinearRank,0.34229702,396.47446,0.27516326,0.05840183,0.049165953,0.120713614,0.079897836,0.16876622,0.25524345,NonlinearRank,Threshold,NoElitism
xtab115N1,9.577076,LinearRank,0.053033803,101.89206,0.10726828,0.032965854,0.1838938,0.15143634,0.06970098,0.20502734,0.25460622,Tournament,Tournament,SteadyState
xtab115T1,3.1637726,Threshold,0.34498143,495.98444,0.30125242,0.008037035,0.15894438,0.09582292,0.12332583,0.008512276,0.30475062,Threshold,Threshold,NoElitism
xtab120N1,7.8167686,LinearRank,0.38834703,76.579185,0.1284354,0.037209667,0.061776347,0.5178573,0.20212187,0.04539054,0.008209861,Tournament,Tournament,NoElitism
xtab125T1,9.66388,Tournament,0.39287484,94.56176,0.07401182,0.27946833,0.089441925,0.2671611,0.024339242,0.13839848,0.13781472,Tournament,Tournament,NoElitism
xtab30N1,4.0650306,Tournament,0.36218038,406.15076,0.273803,0.116386816,0.11511143,0.13135411,0.06516974,0.0925724,0.21209201,NonlinearRank,Threshold,NoElitism
xtab30T1,5.1256614,LinearRank,0.36219653,263.3041,0.23262691,0.216713,0.042050883,0.057751063,0.10169652,0.17035012,0.17104684,LinearRank,Threshold,NoElitism
xtab35N1,9.618151,Tournament,0.2682843,65.815704,0.07530614,0.14817065,0.16833866,0.24575527,0.025594048,0.22807723,0.13768712,Threshold,Tournament,NoElitism
xtab35T1,2.1614199,Roulette,0.03575335,418.59485,0.13605474,0.03586833,0.12919337,0.12195434,0.2277377,0.06781129,0.2663871,Tournament,Threshold,NoElitism
xtab40N1,4.142715,NonlinearRank,0.1353563,465.75482,0.20010585,0.09328921,0.14041214,0.106249295,0.18215814,0.019173604,0.24603106,LinearRank,Threshold,NoElitism
xtab40T1,7.570228,Roulette,0.19605666,344.68738,0.15142424,0.21100897,0.15778849,0.29718408,0.04534024,0.11394348,0.031855803,Tournament,Tournament,NoElitism
xtab45N1,2.2026165,Roulette,0.25766063,305.84186,0.198599,0.16740961,0.076458395,0.047836743,0.1788149,0.106406555,0.20540985,LinearRank,Threshold,NoElitism
xtab45T1,8.62255,Tournament,0.1991177,336.0286,0.16830793,0.0020194212,0.012501521,0.1568074,0.09763609,0.2580391,0.32157457,NonlinearRank,Threshold,NoElitism
xtab50N1,4.971431,Tournament,0.15829301,34.53058,0.3211451,0.08795603,0.043781336,0.31395695,0.054013986,0.050790202,0.13225025,NonlinearRank,Threshold,NoElitism
xtab50T1,5.937919,Threshold,0.2715782,126.42805,0.24133343,0.102777176,0.08978425,0.13730703,0.031980157,0.18079694,0.23294759,Tournament,Threshold,NoElitism
